Mod:Item:MetaData, Localized Name
darkutils:sneaky_torch, Sneaky Torch
darkutils:sneaky_obsidian, Sneaky Obsidian
darkutils:sneaky_plate, Sneaky Pressure Plate
darkutils:sneaky_bedrock, Sneaky Bedrock
darkutils:sneaky_button, Sneaky Button
darkutils:shulker_pearl, Shulker Pearl
darkutils:pearl_block:0, Pearl Block
darkutils:pearl_block:1, Pearl Brick
darkutils:pearl_block:2, Carved Pearl Block
darkutils:pearl_block:3, Chiseled Pearl Block
darkutils:timer, Timer
darkutils:monolith:0, Monolith of Experience
darkutils:monolith:1, Monolith of Spawning
darkutils:filter:0, Mob Filter
darkutils:filter:1, Mob Filter
darkutils:filter:2, Mob Filter
darkutils:filter:3, Mob Filter
darkutils:filter:4, Mob Filter
darkutils:filter:5, Mob Filter
darkutils:filter:6, Mob Filter
darkutils:filter:7, Mob Filter
darkutils:filter:8, Mob Filter
darkutils:filter:9, Mob Filter
darkutils:filter:10, Mob Filter
darkutils:filter_inverted:0, Inverted Mob Filter
darkutils:filter_inverted:1, Inverted Mob Filter
darkutils:filter_inverted:2, Inverted Mob Filter
darkutils:filter_inverted:3, Inverted Mob Filter
darkutils:filter_inverted:4, Inverted Mob Filter
darkutils:filter_inverted:5, Inverted Mob Filter
darkutils:filter_inverted:6, Inverted Mob Filter
darkutils:filter_inverted:7, Inverted Mob Filter
darkutils:filter_inverted:8, Inverted Mob Filter
darkutils:filter_inverted:9, Inverted Mob Filter
darkutils:filter_inverted:10, Inverted Mob Filter
darkutils:lore_tag:0, §0Lore Tag
darkutils:lore_tag:1, §1Lore Tag
darkutils:lore_tag:2, §2Lore Tag
darkutils:lore_tag:3, §3Lore Tag
darkutils:lore_tag:4, §4Lore Tag
darkutils:lore_tag:5, §5Lore Tag
darkutils:lore_tag:6, §6Lore Tag
darkutils:lore_tag:7, §7Lore Tag
darkutils:lore_tag:8, §8Lore Tag
darkutils:lore_tag:9, §9Lore Tag
darkutils:lore_tag:10, §aLore Tag
darkutils:lore_tag:11, §bLore Tag
darkutils:lore_tag:12, §cLore Tag
darkutils:lore_tag:13, §dLore Tag
darkutils:lore_tag:14, §eLore Tag
darkutils:lore_tag:15, §fLore Tag
darkutils:grate, Item Grate
darkutils:fake_tnt, TNT
darkutils:ender_tether, Ender Tether
darkutils:ender_hopper, Ender Hopper
darkutils:ender_pearl_hopper, Pearled Ender Hopper
darkutils:slime_dyed:0, White Slime Block
darkutils:slime_dyed:1, Orange Slime Block
darkutils:slime_dyed:2, Magenta Slime Block
darkutils:slime_dyed:3, Light Blue Slime Block
darkutils:slime_dyed:4, Yellow Slime Block
darkutils:slime_dyed:5, Lime Slime Block
darkutils:slime_dyed:6, Pink Slime Block
darkutils:slime_dyed:7, Gray Slime Block
darkutils:slime_dyed:8, Light Gray Slime Block
darkutils:slime_dyed:9, Cyan Slime Block
darkutils:slime_dyed:10, Purple Slime Block
darkutils:slime_dyed:11, Blue Slime Block
darkutils:slime_dyed:12, Brown Slime Block
darkutils:slime_dyed:13, Green Slime Block
darkutils:slime_dyed:14, Red Slime Block
darkutils:slime_dyed:15, Black Slime Block
darkutils:material:0, Wither Dust
darkutils:material:1, Unstable Ender Pearl
darkutils:material:2, Dwindle Cream
darkutils:material:3, Dark Sugar
darkutils:wither_block:0, Wither Dust Block
darkutils:wither_block:1, Wither Dust Bricks
darkutils:wither_block:2, Carved Wither Dust Block
darkutils:wither_block:3, Chiseled Wither Dust Block
darkutils:wither_block:4, Corrupted Wither Dust Block
darkutils:wither_block:5, Checkered Wither Dust Block
darkutils:charm_agression, Aggression Charm
darkutils:focus_sash, Focus Sash
darkutils:charm_gluttony, Gluttony Charm
darkutils:charm_null, Null Charm
darkutils:charm_portal, Portal Charm
darkutils:charm_sleep, Sleep Charm
darkutils:anti_slime, Anti-Slime Block
deepmoblearning:machine_casing, Soot-covered Machine Casing
deepmoblearning:infused_ingot_block, Glitch Infused Block
deepmoblearning:simulation_chamber, Simulation Chamber
deepmoblearning:extraction_chamber, Loot Fabricator
deepmoblearning:trial_keystone, Trial Keystone
deepmoblearning:soot_covered_redstone, Soot-covered Redstone
deepmoblearning:soot_covered_plate, Soot-covered Plate
deepmoblearning:polymer_clay, Polymer Clay
deepmoblearning:deep_learner, §bDeep Learner§r
deepmoblearning:data_model_blank, Blank Data Model
deepmoblearning:creative_model_learner, Creative Model Learner
deepmoblearning:trial_key, §bTrial Key§r
deepmoblearning:glitch_heart, §bCorrupted Glitch Heart§r
deepmoblearning:glitch_fragment, §bUnstable Glitch Fragment§r
deepmoblearning:glitch_infused_ingot, §bGlitch Infused Ingot§r
deepmoblearning:glitch_infused_helmet, §bGlitch Infused Helmet§r
deepmoblearning:glitch_infused_chestplate, §bGlitch Infused Chestplate§r
deepmoblearning:glitch_infused_leggings, §bGlitch Infused Leggings§r
deepmoblearning:glitch_infused_boots, §bGlitch Infused Greaves§r
deepmoblearning:glitch_infused_sword, §bGlitch Infused Sword§r
deepmoblearning:data_model_zombie, §bZombie Data Model§r
deepmoblearning:data_model_skeleton, §bSkeleton Data Model§r
deepmoblearning:data_model_creeper, §bCreeper Data Model§r
deepmoblearning:data_model_spider, §bSpider Data Model§r
deepmoblearning:data_model_slime, §bSlime Data Model§r
deepmoblearning:data_model_witch, §bWitch Data Model§r
deepmoblearning:data_model_blaze, §bBlaze Data Model§r
deepmoblearning:data_model_ghast, §bGhast Data Model§r
deepmoblearning:data_model_wither_skeleton, §bWither Skeleton Data Model§r
deepmoblearning:data_model_enderman, §bEnderman Data Model§r
deepmoblearning:data_model_wither, §bWither Data Model§r
deepmoblearning:data_model_dragon, §bEnder Dragon Data Model§r
deepmoblearning:data_model_shulker, §bShulker Data Model§r
deepmoblearning:data_model_guardian, §bGuardian Data Model§r
deepmoblearning:data_model_thermal_elemental, §bThermal Elemental Data Model§r
deepmoblearning:data_model_tinker_slime, §bBlue Slime Data Model§r
deepmoblearning:living_matter_overworldian, Overworldian Matter
deepmoblearning:living_matter_hellish, Hellish Matter
deepmoblearning:living_matter_extraterrestrial, Extraterrestrial Matter
deepmoblearning:pristine_matter_zombie, Pristine Zombie Matter
deepmoblearning:pristine_matter_skeleton, Pristine Skeleton Matter
deepmoblearning:pristine_matter_creeper, Pristine Creeper Matter
deepmoblearning:pristine_matter_spider, Pristine Spider Matter
deepmoblearning:pristine_matter_slime, Pristine Slime Matter
deepmoblearning:pristine_matter_witch, Pristine Witch Matter
deepmoblearning:pristine_matter_blaze, Pristine Blaze Matter
deepmoblearning:pristine_matter_ghast, Pristine Ghast Matter
deepmoblearning:pristine_matter_wither_skeleton, Pristine Wither Skeleton Matter
deepmoblearning:pristine_matter_enderman, Pristine Enderman Matter
deepmoblearning:pristine_matter_wither, Pristine Wither Matter
deepmoblearning:pristine_matter_dragon, Pristine Ender Dragon Matter
deepmoblearning:pristine_matter_shulker, Pristine Shulker Matter
deepmoblearning:pristine_matter_guardian, Pristine Guardian Matter
deepmoblearning:pristine_matter_thermal_elemental, Pristine Thermal Elemental Matter
deepmoblearning:pristine_matter_tinker_slime, Pristine Blue Slime Matter
deepmoblearningbm:digital_agonizer, Digital Mob Agonizer
deepmoblearningbm:altar_linker, Altar Linker
eplus:advanced_table, Advanced Enchantment Table
eplus:decorative_book:0, Enchanting Plus Book
eplus:decorative_book:1, Enchanting Book
eplus:decorative_book:2, Prismarine Book
eplus:decorative_book:3, Nether Book
eplus:decorative_book:4, Tartarite Book
eplus:decorative_book:5, Pale Book
eplus:decorative_book:6, Metal Book
eplus:table_upgrade, Table Upgrade
essentials:brazier, Brazier
essentials:slotted_chest, Slotted Chest
essentials:sorting_hopper, Sorting Hopper
essentials:fertile_soil:0, Wheat Fertile Soil
essentials:fertile_soil:1, Potato Fertile Soil
essentials:fertile_soil:2, Carrot Fertile Soil
essentials:fertile_soil:3, Beetroot Fertile Soil
essentials:fertile_soil:4, Oak Sapling Fertile Soil
essentials:fertile_soil:5, Birch Sapling Fertile Soil
essentials:fertile_soil:6, Spruce Sapling Fertile Soil
essentials:fertile_soil:7, Jungle Sapling Fertile Soil
essentials:fertile_soil:8, Acacia Sapling Fertile Soil
essentials:fertile_soil:9, Dark Oak Sapling Fertile Soil
essentials:port_extender, Port Extender
essentials:item_chute, Item Chute
essentials:item_chute_port, Item Chute Port
essentials:obsidian_cutting_kit, Obsidian Cutting Kit
essentials:candle_lilypad, Candle Lilypad
essentials:wrench, Wrench
extrabotany:pedestal, tile.pedestal.name
extrabotany:blockorichalcos, tile.blockorichalcos.name
extrabotany:manabarrel, tile.manabarrel.name
extrabotany:cocoondesire, tile.cocoondesire.name
extrabotany:managenerator, tile.managenerator.name
extrabotany:manaliquefaction, tile.manaliquefaction.name
extrabotany:fluidedmana, Fluided Mana
extrabotany:elfjar, tile.elfjar.name
extrabotany:trophy, tile.trophy.name
extrabotany:quantummanabuffer, tile.quantummanabuffer.name
extrabotany:dimensioncatalyst, tile.dimensioncatalyst.name
extrabotany:blockshadowium, tile.blockshadowium.name
extrabotany:blockphotonium, tile.blockphotonium.name
extrabotany:chargepad, tile.chargepad.name
extrabotany:manareader, item.manareader.name
extrabotany:spiritfuel, item.spiritfuel.name
extrabotany:nightmarefuel, item.nightmarefuel.name
extrabotany:material:0, Spirit Fragment
extrabotany:material:1, Orichalcos Ingot
extrabotany:material:2, Gilded Potato
extrabotany:material:3, Medal for Heroism
extrabotany:material:4, Empty Mana Glass Bottle
extrabotany:material:5, Shadowium
extrabotany:material:6, Challenge Ticket
extrabotany:material:7, Das Rheingold
extrabotany:material:8, Photonium
extrabotany:material:9, Call of the Void
extrabotany:material:10, Tri-Bloodstone
extrabotany:friedchicken, item.friedchicken.name
extrabotany:froststar, item.froststar.name
extrabotany:deathring, item.deathring.name
extrabotany:manasteelhammer, item.manasteelhammer.name
extrabotany:elementiumhammer, item.elementiumhammer.name
extrabotany:terrasteelhammer, item.terrasteelhammer.name
extrabotany:gildedmashedpotato, item.gildedmashedpotato.name
extrabotany:ultimatehammer, item.ultimatehammer.name
extrabotany:binder, item.binder.name
extrabotany:kinggarden, item.kinggarden.name
extrabotany:camera, item.camera.name
extrabotany:natureorb, item.natureorb.name
extrabotany:failnaught, item.failnaught.name
extrabotany:buddhistrelics, item.buddhistrelics.name
extrabotany:treasurebox, item.treasurebox.name
extrabotany:recordgaia3, item.recordgaia3.name
extrabotany:manasteelshield, item.manasteelshield.name
extrabotany:terrasteelshield, item.terrasteelshield.name
extrabotany:elementiumshield, item.elementiumshield.name
extrabotany:achilleshield, item.achilleshield.name
extrabotany:mastermanaring, item.mastermanaring.name
extrabotany:combatmaidboots, item.combatmaidboots.name
extrabotany:combatmaidchest, item.combatmaidchest.name
extrabotany:combatmaidhelm, item.combatmaidhelm.name
extrabotany:combatmaidlegs, item.combatmaidlegs.name
extrabotany:cosmeticmaidhelm, item.cosmeticmaidhelm.name
extrabotany:cosmeticmaidchest, item.cosmeticmaidchest.name
extrabotany:cosmeticmaidlegs, item.cosmeticmaidlegs.name
extrabotany:cosmeticmaidboots, item.cosmeticmaidboots.name
extrabotany:manadrink, item.manadrink.name
extrabotany:splashgrenade, item.splashgrenade.name
extrabotany:cocktail, item.cocktail.name
extrabotany:infinitewine, item.infinitewine.name
extrabotany:flyingboat:0, Manasteel Airship
extrabotany:flyingboat:1, Elementium Airship
extrabotany:flyingboat:2, Terrasteel Airship
extrabotany:cosmeticmaidhelmrevealing, item.cosmeticmaidhelmrevealing.name
extrabotany:combatmaidhelmrevealing, item.combatmaidhelmrevealing.name
extrabotany:shadowwarriorboots, item.shadowwarriorboots.name
extrabotany:shadowwarriorchest, item.shadowwarriorchest.name
extrabotany:shadowwarriorhelm, item.shadowwarriorhelm.name
extrabotany:shadowwarriorlegs, item.shadowwarriorlegs.name
extrabotany:combatmaidchestdarkened, item.combatmaidchestdarkened.name
extrabotany:shadowkatana, item.shadowkatana.name
extrabotany:excaliber, item.excaliber.name
extrabotany:puredaisypendant, item.puredaisypendant.name
extrabotany:supercrown, item.supercrown.name
extrabotany:redscarf, item.redscarf.name
extrabotany:masterhandbag, item.masterhandbag.name
extrabotany:spearsubspace, item.spearsubspace.name
extrabotany:coregod:0, Core of God
extrabotany:coregod:1, Core of God
extrabotany:coregod:2, Core of God
extrabotany:coregod:3, Core of God
extrabotany:coregod:4, Core of God
extrabotany:candy:0, Halloween Candy Eins
extrabotany:candy:1, Halloween Candy Zwei
extrabotany:candy:2, Halloween Candy Drei
extrabotany:rewardbag:0, Reward Bag Eins
extrabotany:rewardbag:1, Reward Bag Zwei
extrabotany:rewardbag:2, Reward Bag Drei
extrabotany:rewardbag:3, Reward Bag Vier
extrabotany:candybag, item.candybag.name
extrabotany:judahoath:0, Judah Oath
extrabotany:judahoath:1, Judah Oath KIRA
extrabotany:judahoath:2, Oath of Sakura
extrabotany:wallrunning, item.wallrunning.name
extrabotany:walljumping, item.walljumping.name
extrabotany:parkour, item.parkour.name
extrabotany:walkingcane, item.walkingcane.name
extrabotany:allforone, item.allforone.name
extrabotany:elvenking, item.elvenking.name
extrabotany:rewardbag943, item.rewardbag943.name
extrabotany:goblinslayerhelm, item.goblinslayerhelm.name
extrabotany:goblinslayerchest, item.goblinslayerchest.name
extrabotany:goblinslayerlegs, item.goblinslayerlegs.name
extrabotany:goblinslayerboots, item.goblinslayerboots.name
extrabotany:foxear, item.foxear.name
extrabotany:lens:0, Mana Lens: Push
extrabotany:lens:1, Mana Lens: Smelt
extrabotany:lens:2, Mana Lens: Mana
extrabotany:lens:3, Mana Lens: Potion
extrabotany:lens:4, Mana Lens: Cloud
extrabotany:lens:5, Mana Lens: Track
extrabotany:lens:6, Mana Lens: SUPERCONDUCTOR
extrabotany:bottledflame, item.bottledflame.name
extrabotany:bottledstar, item.bottledstar.name
extrabotany:bottledpixie, item.bottledpixie.name
extrabotany:cosmetic:0, Mask
extrabotany:cosmetic:1, Sims
extrabotany:cosmetic:2, Jungle Goggles
extrabotany:cosmetic:3, Diving Goggles
extrabotany:cosmetic:4, Snow Goggles
extrabotany:cosmetic:5, Goggles
extrabotany:cosmetic:6, Black Glasses
extrabotany:cosmetic:7, Question Mark
extrabotany:cosmetic:8, Lemon
extrabotany:cosmetic:9, Thug Life
extrabotany:recordherrscher, item.recordherrscher.name
extrabotany:jingweifeather, item.jingweifeather.name
extrabotany:manadriverring, item.manadriverring.name
extrabotany:magicfinger, item.magicfinger.name
extrabotany:silenteternity, item.silenteternity.name
extrabotany:specialbag, item.specialbag.name
fairylights:light:0, Black Fairy Light
fairylights:light:1, Red Fairy Light
fairylights:light:2, Green Fairy Light
fairylights:light:3, Brown Fairy Light
fairylights:light:4, Blue Fairy Light
fairylights:light:5, Purple Fairy Light
fairylights:light:6, Cyan Fairy Light
fairylights:light:7, Light Gray Fairy Light
fairylights:light:8, Gray Fairy Light
fairylights:light:9, Pink Fairy Light
fairylights:light:10, Lime Fairy Light
fairylights:light:11, Yellow Fairy Light
fairylights:light:12, Light Blue Fairy Light
fairylights:light:13, Magenta Fairy Light
fairylights:light:14, Orange Fairy Light
fairylights:light:15, White Fairy Light
fairylights:light:16, Black Paper Lantern
fairylights:light:17, Red Paper Lantern
fairylights:light:18, Green Paper Lantern
fairylights:light:19, Brown Paper Lantern
fairylights:light:20, Blue Paper Lantern
fairylights:light:21, Purple Paper Lantern
fairylights:light:22, Cyan Paper Lantern
fairylights:light:23, Light Gray Paper Lantern
fairylights:light:24, Gray Paper Lantern
fairylights:light:25, Pink Paper Lantern
fairylights:light:26, Lime Paper Lantern
fairylights:light:27, Yellow Paper Lantern
fairylights:light:28, Light Blue Paper Lantern
fairylights:light:29, Magenta Paper Lantern
fairylights:light:30, Orange Paper Lantern
fairylights:light:31, White Paper Lantern
fairylights:light:32, Black Orb Lantern
fairylights:light:33, Red Orb Lantern
fairylights:light:34, Green Orb Lantern
fairylights:light:35, Brown Orb Lantern
fairylights:light:36, Blue Orb Lantern
fairylights:light:37, Purple Orb Lantern
fairylights:light:38, Cyan Orb Lantern
fairylights:light:39, Light Gray Orb Lantern
fairylights:light:40, Gray Orb Lantern
fairylights:light:41, Pink Orb Lantern
fairylights:light:42, Lime Orb Lantern
fairylights:light:43, Yellow Orb Lantern
fairylights:light:44, Light Blue Orb Lantern
fairylights:light:45, Magenta Orb Lantern
fairylights:light:46, Orange Orb Lantern
fairylights:light:47, White Orb Lantern
fairylights:light:48, Black Flower Light
fairylights:light:49, Red Flower Light
fairylights:light:50, Green Flower Light
fairylights:light:51, Brown Flower Light
fairylights:light:52, Blue Flower Light
fairylights:light:53, Purple Flower Light
fairylights:light:54, Cyan Flower Light
fairylights:light:55, Light Gray Flower Light
fairylights:light:56, Gray Flower Light
fairylights:light:57, Pink Flower Light
fairylights:light:58, Lime Flower Light
fairylights:light:59, Yellow Flower Light
fairylights:light:60, Light Blue Flower Light
fairylights:light:61, Magenta Flower Light
fairylights:light:62, Orange Flower Light
fairylights:light:63, White Flower Light
fairylights:light:64, Black Ornate Lantern
fairylights:light:65, Red Ornate Lantern
fairylights:light:66, Green Ornate Lantern
fairylights:light:67, Brown Ornate Lantern
fairylights:light:68, Blue Ornate Lantern
fairylights:light:69, Purple Ornate Lantern
fairylights:light:70, Cyan Ornate Lantern
fairylights:light:71, Light Gray Ornate Lantern
fairylights:light:72, Gray Ornate Lantern
fairylights:light:73, Pink Ornate Lantern
fairylights:light:74, Lime Ornate Lantern
fairylights:light:75, Yellow Ornate Lantern
fairylights:light:76, Light Blue Ornate Lantern
fairylights:light:77, Magenta Ornate Lantern
fairylights:light:78, Orange Ornate Lantern
fairylights:light:79, White Ornate Lantern
fairylights:light:80, Black Oil Lantern
fairylights:light:81, Red Oil Lantern
fairylights:light:82, Green Oil Lantern
fairylights:light:83, Brown Oil Lantern
fairylights:light:84, Blue Oil Lantern
fairylights:light:85, Purple Oil Lantern
fairylights:light:86, Cyan Oil Lantern
fairylights:light:87, Light Gray Oil Lantern
fairylights:light:88, Gray Oil Lantern
fairylights:light:89, Pink Oil Lantern
fairylights:light:90, Lime Oil Lantern
fairylights:light:91, Yellow Oil Lantern
fairylights:light:92, Light Blue Oil Lantern
fairylights:light:93, Magenta Oil Lantern
fairylights:light:94, Orange Oil Lantern
fairylights:light:95, White Oil Lantern
fairylights:light:112, Black Jack o'Lantern
fairylights:light:113, Red Jack o'Lantern
fairylights:light:114, Green Jack o'Lantern
fairylights:light:115, Brown Jack o'Lantern
fairylights:light:116, Blue Jack o'Lantern
fairylights:light:117, Purple Jack o'Lantern
fairylights:light:118, Cyan Jack o'Lantern
fairylights:light:119, Light Gray Jack o'Lantern
fairylights:light:120, Gray Jack o'Lantern
fairylights:light:121, Pink Jack o'Lantern
fairylights:light:122, Lime Jack o'Lantern
fairylights:light:123, Yellow Jack o'Lantern
fairylights:light:124, Light Blue Jack o'Lantern
fairylights:light:125, Magenta Jack o'Lantern
fairylights:light:126, Orange Jack o'Lantern
fairylights:light:127, White Jack o'Lantern
fairylights:light:128, Black Skull Light
fairylights:light:129, Red Skull Light
fairylights:light:130, Green Skull Light
fairylights:light:131, Brown Skull Light
fairylights:light:132, Blue Skull Light
fairylights:light:133, Purple Skull Light
fairylights:light:134, Cyan Skull Light
fairylights:light:135, Light Gray Skull Light
fairylights:light:136, Gray Skull Light
fairylights:light:137, Pink Skull Light
fairylights:light:138, Lime Skull Light
fairylights:light:139, Yellow Skull Light
fairylights:light:140, Light Blue Skull Light
fairylights:light:141, Magenta Skull Light
fairylights:light:142, Orange Skull Light
fairylights:light:143, White Skull Light
fairylights:light:144, Black Ghost Light
fairylights:light:145, Red Ghost Light
fairylights:light:146, Green Ghost Light
fairylights:light:147, Brown Ghost Light
fairylights:light:148, Blue Ghost Light
fairylights:light:149, Purple Ghost Light
fairylights:light:150, Cyan Ghost Light
fairylights:light:151, Light Gray Ghost Light
fairylights:light:152, Gray Ghost Light
fairylights:light:153, Pink Ghost Light
fairylights:light:154, Lime Ghost Light
fairylights:light:155, Yellow Ghost Light
fairylights:light:156, Light Blue Ghost Light
fairylights:light:157, Magenta Ghost Light
fairylights:light:158, Orange Ghost Light
fairylights:light:159, White Ghost Light
fairylights:light:160, Black Spider Light
fairylights:light:161, Red Spider Light
fairylights:light:162, Green Spider Light
fairylights:light:163, Brown Spider Light
fairylights:light:164, Blue Spider Light
fairylights:light:165, Purple Spider Light
fairylights:light:166, Cyan Spider Light
fairylights:light:167, Light Gray Spider Light
fairylights:light:168, Gray Spider Light
fairylights:light:169, Pink Spider Light
fairylights:light:170, Lime Spider Light
fairylights:light:171, Yellow Spider Light
fairylights:light:172, Light Blue Spider Light
fairylights:light:173, Magenta Spider Light
fairylights:light:174, Orange Spider Light
fairylights:light:175, White Spider Light
fairylights:light:176, Black Witch Light
fairylights:light:177, Red Witch Light
fairylights:light:178, Green Witch Light
fairylights:light:179, Brown Witch Light
fairylights:light:180, Blue Witch Light
fairylights:light:181, Purple Witch Light
fairylights:light:182, Cyan Witch Light
fairylights:light:183, Light Gray Witch Light
fairylights:light:184, Gray Witch Light
fairylights:light:185, Pink Witch Light
fairylights:light:186, Lime Witch Light
fairylights:light:187, Yellow Witch Light
fairylights:light:188, Light Blue Witch Light
fairylights:light:189, Magenta Witch Light
fairylights:light:190, Orange Witch Light
fairylights:light:191, White Witch Light
fairylights:light:192, Black Snowflake Light
fairylights:light:193, Red Snowflake Light
fairylights:light:194, Green Snowflake Light
fairylights:light:195, Brown Snowflake Light
fairylights:light:196, Blue Snowflake Light
fairylights:light:197, Purple Snowflake Light
fairylights:light:198, Cyan Snowflake Light
fairylights:light:199, Light Gray Snowflake Light
fairylights:light:200, Gray Snowflake Light
fairylights:light:201, Pink Snowflake Light
fairylights:light:202, Lime Snowflake Light
fairylights:light:203, Yellow Snowflake Light
fairylights:light:204, Light Blue Snowflake Light
fairylights:light:205, Magenta Snowflake Light
fairylights:light:206, Orange Snowflake Light
fairylights:light:207, White Snowflake Light
fairylights:light:208, Black Icicle Lights
fairylights:light:209, Red Icicle Lights
fairylights:light:210, Green Icicle Lights
fairylights:light:211, Brown Icicle Lights
fairylights:light:212, Blue Icicle Lights
fairylights:light:213, Purple Icicle Lights
fairylights:light:214, Cyan Icicle Lights
fairylights:light:215, Light Gray Icicle Lights
fairylights:light:216, Gray Icicle Lights
fairylights:light:217, Pink Icicle Lights
fairylights:light:218, Lime Icicle Lights
fairylights:light:219, Yellow Icicle Lights
fairylights:light:220, Light Blue Icicle Lights
fairylights:light:221, Magenta Icicle Lights
fairylights:light:222, Orange Icicle Lights
fairylights:light:223, White Icicle Lights
fairylights:light:224, Black Meteor Light
fairylights:light:225, Red Meteor Light
fairylights:light:226, Green Meteor Light
fairylights:light:227, Brown Meteor Light
fairylights:light:228, Blue Meteor Light
fairylights:light:229, Purple Meteor Light
fairylights:light:230, Cyan Meteor Light
fairylights:light:231, Light Gray Meteor Light
fairylights:light:232, Gray Meteor Light
fairylights:light:233, Pink Meteor Light
fairylights:light:234, Lime Meteor Light
fairylights:light:235, Yellow Meteor Light
fairylights:light:236, Light Blue Meteor Light
fairylights:light:237, Magenta Meteor Light
fairylights:light:238, Orange Meteor Light
fairylights:light:239, White Meteor Light
fairylights:hanging_lights, Hanging Lights
fairylights:garland, Vine Garland
fairylights:tinsel:0, Black Tinsel Garland
fairylights:tinsel:0, Red Tinsel Garland
fairylights:tinsel:0, Green Tinsel Garland
fairylights:tinsel:0, Brown Tinsel Garland
fairylights:tinsel:0, Blue Tinsel Garland
fairylights:tinsel:0, Purple Tinsel Garland
fairylights:tinsel:0, Cyan Tinsel Garland
fairylights:tinsel:0, Light Gray Tinsel Garland
fairylights:tinsel:0, Gray Tinsel Garland
fairylights:tinsel:0, Pink Tinsel Garland
fairylights:tinsel:0, Lime Tinsel Garland
fairylights:tinsel:0, Yellow Tinsel Garland
fairylights:tinsel:0, Light Blue Tinsel Garland
fairylights:tinsel:0, Magenta Tinsel Garland
fairylights:tinsel:0, Orange Tinsel Garland
fairylights:tinsel:0, White Tinsel Garland
fairylights:pennant_bunting, Pennant Bunting
fairylights:letter_bunting, Letter Bunting
fairylights:pennant:0, Black Pennant
fairylights:pennant:1, Red Pennant
fairylights:pennant:2, Green Pennant
fairylights:pennant:3, Brown Pennant
fairylights:pennant:4, Blue Pennant
fairylights:pennant:5, Purple Pennant
fairylights:pennant:6, Cyan Pennant
fairylights:pennant:7, Light Gray Pennant
fairylights:pennant:8, Gray Pennant
fairylights:pennant:9, Pink Pennant
fairylights:pennant:10, Lime Pennant
fairylights:pennant:11, Yellow Pennant
fairylights:pennant:12, Light Blue Pennant
fairylights:pennant:13, Magenta Pennant
fairylights:pennant:14, Orange Pennant
fairylights:pennant:15, White Pennant
fairylights:ladder, Stepladder
fluxnetworks:flux, Flux
fluxnetworks:fluxcore, Flux Core
fluxnetworks:fluxconfigurator, Flux Configurator
fluxnetworks:adminconfigurator, Admin Configurator
fluxnetworks:fluxblock, Flux Block
fluxnetworks:fluxplug, Flux Plug
fluxnetworks:fluxpoint, Flux Point
fluxnetworks:fluxcontroller, Flux Controller
fluxnetworks:fluxstorage, Basic Flux Storage
fluxnetworks:herculeanfluxstorage, Herculean Flux Storage
fluxnetworks:gargantuanfluxstorage, Gargantuan Flux Storage
immersiveengineering:ore:0, Copper Ore
immersiveengineering:ore:1, Bauxite Ore
immersiveengineering:ore:2, Lead Ore
immersiveengineering:ore:3, Silver Ore
immersiveengineering:ore:4, Nickel Ore
immersiveengineering:ore:5, Uranium Ore
immersiveengineering:storage:0, Block of Copper
immersiveengineering:storage:1, Block of Aluminium
immersiveengineering:storage:2, Block of Lead
immersiveengineering:storage:3, Block of Silver
immersiveengineering:storage:4, Block of Nickel
immersiveengineering:storage:5, Block of Uranium
immersiveengineering:storage:6, Block of Constantan
immersiveengineering:storage:7, Block of Electrum
immersiveengineering:storage:8, Block of Steel
immersiveengineering:storage_slab:0, Copper Slab
immersiveengineering:storage_slab:1, Aluminium Slab
immersiveengineering:storage_slab:2, Lead Slab
immersiveengineering:storage_slab:3, Silver Slab
immersiveengineering:storage_slab:4, Nickel Slab
immersiveengineering:storage_slab:5, Uranium Slab
immersiveengineering:storage_slab:6, Constantan Slab
immersiveengineering:storage_slab:7, Electrum Slab
immersiveengineering:storage_slab:8, Steel Slab
immersiveengineering:stone_decoration:0, Coke Brick
immersiveengineering:stone_decoration:1, Blast Brick
immersiveengineering:stone_decoration:2, Reinforced Blast Brick
immersiveengineering:stone_decoration:3, Block of Coal Coke
immersiveengineering:stone_decoration:4, Hempcrete
immersiveengineering:stone_decoration:5, Concrete
immersiveengineering:stone_decoration:6, Concrete Tile
immersiveengineering:stone_decoration:7, Leaded Concrete
immersiveengineering:stone_decoration:8, Insulating Glass
immersiveengineering:stone_decoration:10, Kiln Brick
immersiveengineering:stone_decoration_slab:0, Coke Brick Slab
immersiveengineering:stone_decoration_slab:1, Blast Brick Slab
immersiveengineering:stone_decoration_slab:2, Reinforced Blast Brick Slab
immersiveengineering:stone_decoration_slab:4, Hempcrete Slab
immersiveengineering:stone_decoration_slab:5, Concrete Slab
immersiveengineering:stone_decoration_slab:6, Concrete Tile Slab
immersiveengineering:stone_decoration_slab:7, Leaded Concrete Slab
immersiveengineering:stone_decoration_slab:10, Kiln Brick Slab
immersiveengineering:stone_decoration_stairs_hempcrete, Hempcrete Stairs
immersiveengineering:stone_decoration_stairs_concrete, Concrete Stairs
immersiveengineering:stone_decoration_stairs_concrete_tile, Concrete Tile Stairs
immersiveengineering:stone_decoration_stairs_concrete_leaded, Leaded Concrete Stairs
immersiveengineering:stone_device:3, Concrete Sheet
immersiveengineering:stone_device:4, Concrete Panel
immersiveengineering:stone_device:5, Concrete Chunk
immersiveengineering:treated_wood:0, Treated Wood Planks
